M200,R200,s_DM,q_DM,Mean_Vx_DM,Mean_Vy_DM,Mean_Vz_DM,sigma_DM_1D,sigma_DM_3D,z_form,c200c,NFW_chi2,c200c_NoSubs,NFW_chi2_NoSubs,c200c_Einasto_NoSubs,NFW_chi2_Einasto_NoSubs,MStar,MGas,MGas_Hot,MGas_T,s_Gas,q_Gas,dSigma_0,dSigma_1,dSigma_2,dSigma_3,dSigma_4,dSigma_5,dSigma_6,dSigma_7,dSigma_8,dSigma_9,dSigma_NoSubs_0,dSigma_NoSubs_1,dSigma_NoSubs_2,dSigma_NoSubs_3,dSigma_NoSubs_4,dSigma_NoSubs_5,dSigma_NoSubs_6,dSigma_NoSubs_7,dSigma_NoSubs_8,dSigma_NoSubs_9,MStar_BCG100
13.605526,723.0391,0.7717724467392632,0.876138290788836,235.01844787597656,-124.55377197265625,-4.628645896911621,310.9810485839844,557.3129228746893,0.9972942257819404,4.619114184024803,0.19779077048314084,5.08267701206767,0.06422302486051236,0.0,0.0,11.811537742311389,12.630887990494525,12.623171130468604,0.6252286816732047,0.902673020578814,0.9481859641567798,146841885.11750138,114917590.76286873,106003199.21207806,88091588.3521128,72427176.21490872,59680273.95357889,50183427.64589859,38193314.90876879,30720406.841955014,23459820.740254834,144081740.803033,121294831.14703378,103713545.40594715,86381414.22302745,72454169.3515273,60939583.49487002,49727351.20561021,37619836.86777298,28463781.146421164,20894578.902912036,11.564639184667358
13.473841,653.53766,0.7415713627150057,0.8275790745075638,-115.22833251953125,-79.32495880126953,368.1762390136719,330.5633544921875,512.0005061039392,0.9972942257819404,8.882957177022291,1.035962513932032,8.7387140845521,0.8131532990686176,0.0,0.0,11.628333338292704,12.452222702218426,12.44888515418999,0.5306044405340893,0.902656507607047,0.960013066880826,129460571.17414552,173900392.24227726,159413755.56047937,129141852.40000921,98773302.26641765,74311441.8692351,54641656.79078386,37530177.374557495,26687006.238440346,20484602.073453218,162253946.5280354,152994103.70206007,146818157.29854858,122553282.43102036,95704737.86147317,72373480.56290564,53099248.73886551,36365518.80153343,25204106.36621458,18514790.737888366,11.424495368150698
13.571583,704.436,0.8308555452496709,0.9362237366805821,132.7181854248047,285.2587890625,-173.58981323242188,320.55804443359375,541.1753031961367,0.5759808451078874,5.062321841077774,0.5571833310870591,5.808610899212601,0.3803604703531888,0.0,0.0,11.664905952210585,12.561920993219312,12.557689906883212,0.670939228830212,0.8850102554832252,0.9539976718014044,253643913.07340336,198712855.44107038,147977723.04363352,111956410.98184235,85089819.88701382,66558540.41904475,54279009.6606532,41284665.96452543,30679201.86467343,25093040.333455056,253613915.00293386,199430750.99732405,149630863.3446916,114257633.94013272,89392432.65005742,68575229.88717878,50375387.53968227,39607022.18089539,29689494.775286224,22907831.485720202,11.407003364786464
13.671474,760.5832,0.6243061602406864,0.744333337218975,-151.92555236816406,-357.9015808105469,76.5107192993164,348.2644958496094,605.9350075387771,0.8514709006246495,5.610947834358235,0.38786631176296393,6.019767161154742,0.327098946513005,0.0,0.0,11.735728926247234,12.683591071289312,12.68124119210083,0.711925296483767,0.8109615855343963,0.9012737150312017,193173092.73231328,155582729.92438605,130178295.45804617,109722094.24171612,88926985.39746869,71590711.56056459,62764496.33280759,51714818.978889525,38858596.651372716,28895033.44131659,192397773.459826,156037798.39419693,131936729.29839516,111497210.99989194,91197865.94619918,74051026.12130667,62088806.345391296,49930439.378064826,38021476.19934341,27606930.11706779,11.53883463873854
13.537056,686.0299,0.7601817713479064,0.7960153119574566,-380.923583984375,-43.11897277832031,-114.26781463623047,331.93780517578125,571.7152771064443,0.7326361820223115,6.60517533520827,0.6854270617920809,6.84814907851094,0.5844001845772254,0.0,0.0,11.724572626313359,12.51874450441322,12.517197385520138,0.691335366531497,0.8654814426026802,0.8995633059058643,165202741.88206625,148704567.10717383,129479249.45115831,110278714.26806408,86248546.3196224,67437636.76511972,65601134.683380105,50209927.59654011,34661578.28104914,24609760.37882462,162739054.0264756,147198331.65772402,128604710.7501019,109775574.84887609,88810956.15480368,69669800.18726772,62451350.35170481,47999059.28505941,32793274.126380064,22875835.56955576,11.394333864906477
13.580828,709.4639,0.7861141375957972,0.9204301436396485,-53.93983459472656,151.2803497314453,-291.486572265625,304.83062744140625,542.5993835325108,0.36068765726181673,4.8727698614729436,0.2902144399535058,5.67247811324889,0.06246934885333516,0.0,0.0,11.640933927169375,12.617851869152718,12.607445991379524,0.5779810401670931,0.8841515102038229,0.9381957866317858,225185588.0715627,190381590.16768813,154596369.82810512,119206685.01490548,96826417.7912677,74334486.57388099,54540877.49629137,47196060.773160845,34041538.16219869,25694353.92386747,213002331.0424667,178898401.41617128,148389797.58290592,116821325.64752358,95241869.38437857,75783809.51505107,58354606.49847069,45525015.57057015,34300718.68352066,27075918.504740074,11.256302074795116
13.634546,739.31036,0.8283023180219921,0.9774138794837034,-284.55517578125,290.12030029296875,-348.9875793457031,331.35986328125,559.508483310188,1.3575766674029972,5.465524394363223,0.12793190149127456,5.801734853839801,0.07227299388005716,0.0,0.0,11.88989466931966,12.65120913403303,12.629381036245322,0.65731528272129,0.9008700412733042,0.9892416084964628,219875193.33184767,195488989.43103862,151601151.61485702,121987183.41902985,94638732.64222755,69810743.13861004,55052852.46618025,41668308.49070835,31848661.304761443,25772347.25139963,225996277.36202997,185223317.3647932,146786537.91184407,117803871.9714106,93179192.24054481,70520412.62033945,53800675.613249876,41361150.15096034,31338321.27049936,23794660.560755543,11.662706691953224
13.705177,780.5147,0.7556065181470765,0.8479755983061845,88.58399963378906,188.139404296875,268.6170959472656,376.5780334472656,659.9130526122142,0.32882972420595435,6.072813147762971,1.4655338936788715,6.507597583122218,1.1013496405223873,0.0,0.0,11.870189074360548,12.692254544006174,12.689872819359332,0.8384104576542616,0.9013291645304409,0.932596809977926,187765754.7902416,166138118.41203037,131939647.53764421,106799212.1207768,96762639.05256377,71165795.60848908,50038111.15368973,50203728.92612504,43342282.780267596,30286287.100418616,190169030.4539951,157678477.57194126,129135065.2329722,109269091.5706512,92241413.63972025,71317495.46539737,56164432.77071917,47373368.04482641,38879618.84171748,27109866.071757063,11.380967329377842
13.617449,729.6882,0.5278607348317927,0.7108318472234126,-96.47099304199219,-216.5008087158203,158.40623474121094,337.8725891113281,562.6884819384301,0.9505313515850327,5.267962289473729,0.09526477878431733,6.126989615835646,0.2528076962057518,0.0,0.0,11.734333844751227,12.575116327148132,12.568646279484822,0.6569168723657354,0.7261409352386518,0.85643873653801,189053783.54792678,155362355.63952014,128337460.3622841,105777590.12574624,85214636.67464615,67508225.28470522,53463835.75763244,41235986.39782505,32645856.12553221,25259689.68520938,187307544.75529534,153993073.69814754,127711849.50118697,106129878.40613668,85422829.64167462,68221607.02206047,53502677.94899846,41986722.63509445,31706905.728246327,23169753.880161136,11.51910508044923
13.61548,728.57697,0.5686430501133236,0.7187085038372368,-1.3480310440063477,-122.61674499511719,-86.9229736328125,365.53143310546875,569.910007956012,0.8868969375752482,5.2685385692921365,0.36077692875786394,5.703878641892262,0.1598667262070523,0.0,0.0,11.801867941190753,12.604211406560326,12.59224075794812,0.6296479603619998,0.7790759365448885,0.8846851355535481,164352763.88232833,108410207.1506468,125007755.80404046,113595560.95653185,91871497.87459624,68440697.18260647,51216194.008910775,37585535.31176841,28484927.21321988,22235071.375823155,168857740.3405937,137834495.03114265,119721688.91480261,103978064.41883445,83862490.20461589,64259067.37114972,49125097.87318594,35650907.97518869,27135937.205733757,20617852.543015286,11.513576784638772
13.652624,749.6354,0.7048211131033855,0.8664546912740364,1.7591336965560913,35.757659912109375,-132.09005737304688,343.11395263671875,581.1937607599702,1.1546027123602154,6.237111541336975,0.17776454229923933,6.688654364569403,0.12798607522005884,0.0,0.0,11.67949149423262,12.639257542511926,12.636507255211963,0.7397029591906185,0.8740556692904325,0.9445801630151471,215109209.92343736,176208913.09022167,140262397.1747012,114699250.48991944,90341207.90962648,70476476.91635394,57387517.12515112,42501025.49731292,32579223.265707817,26233011.658007726,215086646.34685415,177280729.44444674,140360243.45495895,114167935.87880562,91667886.14798275,72334296.08094236,55704440.79465252,42101635.309118174,31536481.73438766,23947939.51799068,11.498592095077171
13.399899,617.48535,0.769120599442197,0.8648948007568578,-59.526283264160156,132.71743774414062,-76.19155883789062,266.8770446777344,459.1397428304524,0.8167099790118506,3.198286452058106,0.4571220131553121,3.4461421975103685,0.1948394730715998,0.0,0.0,11.661704849005256,12.383870799768836,12.37276354806817,0.5133597880025351,0.9122643360924265,0.9669764630048785,170121061.43746024,130476760.15955058,102549237.97123736,74556007.50627756,47891560.10291509,55166193.14123881,46368671.650064886,35400622.39999648,25559943.076285526,19496568.20675904,170608852.77450144,130708773.02730924,101965449.01291722,77168096.73618712,60595532.34455635,49544672.813747734,41267952.405283384,32049993.13836395,23550736.616941534,17136659.54362174,11.371370884530183
13.641452,743.249,0.7261297876128986,0.9024246248771907,135.5026397705078,329.5741271972656,46.56039810180664,308.85693359375,574.316828899138,0.9505313515850327,5.302433475076001,0.3264914265704146,5.69164182478587,0.37881068900006853,0.0,0.0,11.83689988768448,12.659731425741143,12.644667386799343,0.6589900243036296,0.8795895464219281,0.9696336375274528,233950938.18202776,193989341.62049174,147715650.7371765,112878470.61121026,104024302.81832832,85100012.41549228,64348899.913687676,48596470.908858344,36632947.28534226,26745239.980966233,209491984.48678362,171679408.48929456,139468100.657735,112551092.46026695,95761283.1095241,77302856.3451558,60392606.25149272,45788403.53076868,34520357.31868332,24732174.65950734,11.453412675689274
13.538001,686.52295,0.8398694933437288,0.9829037575479516,-252.19705200195312,-31.246549606323242,-615.9221801757812,269.7922058105469,541.3181989251875,0.7910682489463392,6.023202133285342,0.4406841584520279,6.432914112681052,0.22238499901186642,0.0,0.0,11.673270810040355,12.524248978235686,12.522814042212202,0.6660963698678057,0.9154472066282021,0.9559129886653303,189612086.3231296,176035431.76211333,148272397.5718871,111706160.73239201,112481130.34797637,88950006.51985398,68288536.33427033,49357131.07059363,33707500.03176855,23797702.008614346,196665377.55163002,175196726.75839937,149577050.50131088,123022614.84643951,104654375.12578776,86300739.11873543,64891635.106967084,46815553.23375208,32252141.361573733,22304950.59470768,11.48121312664119
13.606021,723.32355,0.6720710143180763,0.8605206727498916,147.03213500976562,-236.34921264648438,5.337652683258057,337.9933166503906,543.3564358731121,0.5463921831410221,3.219783956057619,0.7900190057595586,3.36020400751671,0.639281383297198,0.0,0.0,11.767904697579725,12.611234446432327,12.587003022405716,0.5665714548387655,0.7813776790535929,0.8602949031618562,113306700.05763957,79433953.03264669,44883750.78095019,60331467.96694806,61688311.819211066,52358743.85688138,43291447.58105288,33113653.174669273,23576282.910295453,23886767.13926948,85587642.34505445,64541554.077201605,51192626.60937148,52077081.45864242,55436044.74089533,48364632.82294941,40880869.833877094,31711620.304303307,24079143.50407086,20565450.85509855,11.304422102941432
13.671979,760.88336,0.7094141902127742,0.8603838517291046,165.8474884033203,-243.646484375,-16.488271713256836,347.7032775878906,595.2591585505622,1.3575766674029972,5.82970587346372,0.28528785224520975,6.36435797664364,0.30122619457395233,0.0,0.0,11.78913434935578,12.734390628438002,12.73251985792433,0.7288714282889798,0.8765939869381384,0.9947009668490117,224040593.60981786,169976203.68747672,140194947.6824401,108959078.22105479,86486502.45812975,71303249.02637976,58682316.72582913,45441094.451654024,34773629.160772145,26880775.13082371,221991767.88798982,170285130.16103315,139401533.50346687,109412177.97706258,86221393.50169173,69421124.10544744,56839179.821132034,45893735.85997076,34233493.08981483,24740386.292043716,11.486932998513334
13.606242,723.44696,0.6100974621517062,0.6519780062225486,492.08062744140625,-98.80247497558594,92.89553833007812,368.5155029296875,580.9610456514416,0.524565820433923,4.479973958245749,0.69842798305778,4.9352734212675,0.21234115157911715,0.0,0.0,11.779133268367037,12.584496838376998,12.564794913096229,0.6089207633687608,0.725373000848417,0.7864488524255863,173300044.32562423,156441278.6796936,129387008.17050058,104599216.88375174,81176564.56764993,67335323.86366801,52229693.175518885,37451799.87089352,23111967.2845646,25502348.05184278,183306085.26073593,152881231.9910067,126429433.32063627,104050307.20071295,83796303.86558832,64598252.510417186,49433567.82312381,35972500.76904087,24428775.50390299,19559496.553290464,11.478413236764958
13.564815,700.794,0.7457555168655293,0.8390704592323075,244.63751220703125,-115.43614959716797,-12.61568546295166,311.2076721191406,540.3752115049466,1.4955121664955557,6.429456950070578,0.19125540403286245,6.735106226690825,0.12197918184172327,0.0,0.0,11.64920626868027,12.63650901022968,12.632100881163815,0.6379349547595121,0.9053653709249866,0.9518831117606926,209392992.82080382,181997807.39159164,151492892.78327736,123616861.88827181,94860002.84032376,71969538.51948982,56673223.69810945,44232425.16987346,31803609.214294203,23945154.636773955,193881895.39170182,172737761.3442014,145687178.13566664,119198033.27719763,92367753.44659284,72078154.94523251,56241302.67971976,43208783.75439307,30684373.138180517,21440864.039187893,11.468988171841168
13.628039,735.6625,0.6571786124196713,0.8204358278485246,7.1045145988464355,-432.0692138671875,239.4015350341797,365.28863525390625,573.4381886204263,1.7435705743308647,6.9417987978522975,0.09054182596754254,7.197486075914473,0.06573682721122959,0.0,0.0,11.653113278098413,12.675595286985313,12.66814908984565,0.6768356082843594,0.8415842644176142,0.9538025253684684,219023772.18468362,184217183.0482322,152172411.10949463,118995882.97352204,92270303.93691598,73884937.22474527,57747789.61562115,43303048.627245024,30869413.7959182,23733727.421841342,220872606.21385992,184368762.81576324,150944060.95406196,118717288.0669593,92924349.53896697,73458840.79330187,57433474.53874328,43099542.31788039,30206509.89086748,21964093.75627389,11.473258377787985
13.36405,600.71716,0.674956677905103,0.7448276444863795,40.8162841796875,225.2318115234375,-277.29949951171875,260.4480895996094,447.7292708824088,0.32882972420595435,2.5221234290338232,0.78351826700322,2.9165060838429504,0.29916880271804286,0.0,0.0,11.618985994554562,12.307008476768459,12.294121925300281,0.4723379815568601,0.9328920105358809,0.9559547990458706,153119683.16798976,118147993.29065579,82225106.28786372,61495132.850459576,47081659.900071055,29320704.84250997,37482175.75689994,34681351.57388772,27550056.267882314,20409417.997958157,152258874.1534841,115922018.44348761,84148370.9195758,63489034.384699896,49962669.028163284,39774170.78195579,33117353.558277145,28063843.709018864,23752280.55675073,17587819.615370296,11.33257060262616
13.434046,633.8784,0.7344320889537638,0.7958450060804042,-303.99774169921875,582.6981811523438,-528.6243286132812,287.949951171875,492.4725890807949,0.9230008161779089,4.231281582259921,0.23045160295071934,4.525185708718318,0.08801823591606155,0.0,0.0,11.640248567101333,12.329791835048155,12.322550993398151,0.5334836555283415,0.8479997025260262,0.8716711415939005,117345694.92661107,115809097.98236069,105786617.82801351,83415306.45326678,68240474.99051067,53324075.57815312,40305790.52607307,27608714.030838314,25565694.458299335,20843407.5355739,134967293.28181478,111853493.76908422,95931114.34400034,77859224.2206386,64937717.83420794,51825098.43525634,41007610.58654424,31110400.96099013,23041286.6895827,17429259.04309941,11.398304621801643
13.589448,714.1837,0.778269026369862,0.8351309266785101,95.88987731933594,70.24101257324219,74.65283203125,314.0165710449219,549.3567658364292,0.7574413726158526,6.524187203505986,0.18970651977664482,6.753632078385856,0.07880944106429251,0.0,0.0,11.746798383131713,12.558809275564503,12.554186372398767,0.6337305986529139,0.9112852899191327,0.9290625321431557,259678830.57985014,233301553.62180036,197639546.87598902,162186792.8450534,128421845.50973138,96657002.65508431,68519661.13328832,48254588.09359163,35087714.46770559,25661868.6675267,242669629.84402686,220845709.38501626,190698433.07485443,158639960.33235717,126726613.51563893,95858816.72628461,68584192.56230475,49304993.16207564,34966676.777678385,25012617.701804735,11.56758027486282
13.668472,758.8248,0.7931721210350302,0.9120928784222411,-132.1216278076172,255.1875,430.4378356933594,333.3592529296875,597.1894896065169,1.5312390291576135,7.82349976388928,0.33181077621210764,8.405011395614297,0.41106227077196017,0.0,0.0,11.854311870293449,12.694697786610796,12.692406233728883,0.732996384822828,0.917676043487158,0.963703683454836,261654254.3658743,215405308.0558679,179663550.74793,147252971.80136046,117313302.91769539,87645222.28983088,63898038.91414389,47036767.02259612,37112393.21827473,27634535.116132095,256890170.07233393,214686709.77120233,177092581.550106,146127259.37086323,116680027.5247363,87496883.8784859,63711731.77904213,47729756.92013258,35920149.02863037,26440806.494471416,11.670175496480054
13.589544,714.2188,0.688078965508337,0.8318641029512807,-217.1516571044922,-245.5474090576172,-491.7513427734375,337.4692077636719,603.6487078776648,0.32882972420595435,4.478614552952638,1.6509996634713324,4.842363825442585,1.2210866215284286,0.0,0.0,11.686290836394292,12.53590597842892,12.527337148058626,0.5946830128954914,0.8360410507982278,0.8779627237018631,128159001.78400469,106289167.85572964,79446916.25325263,39961467.52830887,62162366.876498595,68830048.34361635,56867623.57667966,51559588.43874576,39192494.45816418,27240732.327361315,127554778.2837379,105830888.15447173,82637076.61614719,64381091.3129828,60421044.27585895,60993328.667618796,56114433.12471799,48514800.46853797,38675952.13671702,28304123.64448736,11.158537305024067
13.619093,730.60645,0.7329154294612045,0.9087947429527037,295.4015808105469,-145.27749633789062,-266.2725524902344,304.4315490722656,583.2858447782075,1.1546027123602154,8.036292992664896,0.1013257359564395,8.622242770373255,0.046868744451317015,0.0,0.0,11.764016214157573,12.645455622905994,12.634581900648255,0.6492383400488727,0.8517681376312817,0.9378806396045215,310299811.829122,249627319.10684645,195962655.72352606,153472366.09208626,114313127.13270761,92656106.71151905,72095207.90362303,53226963.11686991,36974347.32857684,25870128.612322714,309608860.15528315,249529000.36450875,197446658.68593332,154083369.59375674,119366887.4386913,91403033.72357692,69341205.79302831,51219778.33592591,35879275.537013054,24660156.50221662,11.629452748132618
13.361036,599.33386,0.6422855740374344,0.8495003881079204,-124.08177185058594,-53.99448013305664,218.68043518066406,247.78509521484375,497.7692025553625,0.7326361820223115,3.050976006595367,1.0299169929575789,3.881486302036111,0.5576272135127883,0.0,0.0,11.659317255337035,12.241999717808962,12.18811159743496,0.4066180777399673,0.7596396790454613,0.8757127911299243,163136493.17424932,123898491.19750687,91755902.02912737,74703944.53571087,56133914.37876232,34344933.967210524,36444442.78545606,27783193.6456038,27154119.394953378,22192296.309403624,162692405.27957255,124170724.49278441,95865448.02608053,75135823.99401583,57160290.09174244,42747915.86064852,33165898.414643392,26075849.445169188,22134897.40208553,17605381.395904176,11.345607270455364
13.706965,781.55994,0.686729459606642,0.7353143866137749,4.029652118682861,310.39837646484375,-47.85318374633789,327.4560546875,644.4890909082059,0.15274876890238098,4.293990148726721,1.5730345116946658,5.079548681686673,1.20050628746735,0.0,0.0,11.844866700825374,12.694057591517891,12.663964341401762,0.5965143227054894,0.8456848768809214,0.8623978508489829,191488886.49998528,147338749.4577045,109338924.65024218,96872205.34904069,73192695.11589259,56615019.372848764,59141740.91845038,52457744.13577818,41115317.077497266,30231863.11660061,191878812.07555318,151965216.6251404,121321176.92308348,94335458.47053951,73383657.32845591,61102648.91691145,52559219.84239361,44717600.61309825,34882298.094752,25552525.181467813,11.274067443916186
13.576327,707.0227,0.7378765942202362,0.896260952993613,279.43939208984375,-176.9797821044922,416.6857604980469,330.1493835449219,556.4383598103382,0.5030475232448832,4.814423051714269,0.5253125156324702,5.146465887673084,0.18323367163852647,0.0,0.0,11.894413501598418,12.53610661495738,12.515431717371031,0.6069297505344616,0.8518537116599887,0.8927770716929604,308590858.75098354,242103578.0398171,185756398.8119932,163064117.8870479,118993305.23329252,78640589.5945309,57904288.18346838,49285423.12086864,38278852.64433158,26869387.070359506,248539388.83884853,215000494.1298172,176919219.12223426,136564850.09112716,101279299.32666077,74351942.54140407,54973680.388332814,43032232.792248234,33318237.596630547,23854623.812164064,11.504682328482263
13.56267,699.6572,0.8573912899276966,0.9515991446922284,19.671485900878906,-272.946044921875,212.2808837890625,319.5956115722656,533.9271917091655,0.7574413726158526,4.707353240803482,0.5275690861361423,5.285376207372359,0.2812732164129893,0.0,0.0,11.635386345706324,12.601036077665572,12.594744159038324,0.5842623906095787,0.9023142447567417,0.9412182921831168,205909579.2487957,165873450.74761772,123568750.45678073,104780607.79381314,77700416.75462191,59968920.05612162,51730527.327287555,39935533.025768936,30499994.72015312,25454892.726500906,203361115.49072278,165224473.99255988,130684338.3571069,103826948.52711304,79834670.57602319,60850800.52171954,47966534.47927792,38268542.20645203,29760912.766614743,23082255.13078177,11.350474987324088
13.435396,634.5342,0.8184001199420534,0.8998254853956232,-208.6154022216797,-119.57524108886719,926.2362060546875,283.095703125,478.848623907359,1.035510445664141,4.878478299287981,0.3063509180485467,5.484556773151224,0.1500284744090595,0.0,0.0,11.629958192696911,12.437784169721995,12.423083242748985,0.5202866663734882,0.8573399386213,0.9391921520508331,204192325.55537957,160793429.22816384,127463518.37649632,97376443.68583818,72001240.49601462,62445944.888173185,48225926.33354328,34558591.64145839,28705909.777382925,21775738.27283224,203199184.19441283,160486389.0018346,127494810.25833914,97914202.11063533,76462875.75111648,60578192.452018306,46543233.737224996,35538958.182327285,26934218.871233236,20155809.84823384,11.391916932502111
13.587357,713.01715,0.7499942228628743,0.9309641708652795,-223.9937744140625,106.71101379394531,184.56951904296875,315.2211608886719,576.6911761509452,0.4402978492477432,5.803867619719572,0.7103511439127022,6.457054172651774,0.24071146161123746,0.0,0.0,11.721342936547932,12.590416629873385,12.574988007829747,0.6067198556865415,0.8729537798715272,0.9656789581081626,178130712.70819247,148426988.96916634,130923156.72293958,105865014.60645087,85767260.37242635,68391824.40266058,48689321.14034477,36314083.52227084,27004672.5741513,23438216.42196171,171785359.324569,152535395.26757097,125832930.2572205,104227029.94606544,85288021.85134347,67041607.20303216,49373596.34612572,36419926.09020275,26607817.65920007,20013644.99759546,11.439322085974291
13.588665,713.7444,0.8559426502058719,0.8849072669171477,444.8327331542969,105.01763153076172,-82.37277221679688,305.4315185546875,541.6446420602344,1.074457894547674,3.9891992484936267,0.37395860504334616,4.335909840133723,0.2968915000343629,0.0,0.0,11.775744920898779,12.624998939336972,12.620859968068391,0.6598538523162638,0.9334483857365494,0.9450237667497954,159716159.19386923,121100349.16842425,97448002.7854796,66796070.9241617,74761937.46801741,60978275.78540166,49932849.08428038,42835697.03055717,33685068.70469142,25510890.283108145,157976173.2673245,120581302.36936736,99001663.55387098,81451105.65000594,68609817.97511382,58239655.32850276,48016065.194465,40420354.28221804,31406312.340522476,23402303.282083303,11.492994848456673
13.540381,687.7705,0.7183267932225543,0.9165809770083909,-30.496919631958008,236.16265869140625,107.2170181274414,319.2622985839844,535.704076080591,0.8514709006246495,3.85718545960995,0.190610466619246,4.186487593078592,0.1309987673330655,0.0,0.0,11.685024979407203,12.522540956298887,12.51470382103763,0.6356888492544849,0.8825942714472437,0.9565757451325233,168841454.31452084,135348444.78257948,100872220.67629233,87710458.59839433,67931869.20133768,58678981.72062503,48089968.617330804,39186124.81824948,31495281.257936776,24506256.305595025,171276930.19417042,134954301.00549802,107068846.64081112,88511170.110263,70271728.281534,57836628.9537233,47204087.80149527,38611659.24212413,31068023.274677634,23784421.289832614,11.41496618795925
13.632504,738.1521,0.7234571533974274,0.8958049259907988,-159.79112243652344,249.8158416748047,-596.8375244140625,340.25738525390625,569.3057300164181,0.8167099790118506,5.559641006273832,0.10369057798587676,5.822286058960264,0.0797371946549343,0.0,0.0,11.725521336675314,12.603872019804946,12.602176718069309,0.6963230380856008,0.8925952339333867,0.9663372864138449,198876961.27981985,164854928.91990536,135847509.01008886,115835452.74302468,97852709.6537153,76514265.6721476,60664630.13567235,48098166.77034725,37112252.609159306,27317350.65208622,198641039.58552152,165040946.9542728,138400923.6337949,115730390.96247837,96704885.6508811,76924374.62019667,60565497.29927043,47753606.24403174,35928706.34566817,26232894.41856442,11.486634739350482
13.651955,749.29285,0.6259932488062424,0.6424558183935052,-86.49018096923828,4.563625335693359,194.03829956054688,338.1762390136719,565.6356518753792,0.14187620396956202,2.663866085935004,0.48554613895732623,3.0878742933794543,0.4177326066259814,0.0,0.0,11.747873867457594,12.666351342752945,12.659930699343509,0.732234795640152,0.8456993683948446,0.8946986055826944,130962612.41311681,103056587.18497053,84084467.138058,64979847.755304664,50298299.791897014,43536768.047035545,38426899.07263588,30480966.212342486,30235742.64399931,27422778.148336947,130799167.92824456,104504286.29760233,83482348.4948526,64673250.739423096,51452512.33138214,44052376.31994415,39314088.52932247,32071211.627545085,28322964.821336262,24381290.36198898,11.272619114723728
13.320791,581.09766,0.6619175792323492,0.8260839672008985,256.2684020996094,-620.2549438476562,313.91229248046875,301.7736511230469,463.17396001591834,0.7574413726158526,3.174988328641638,0.8927871150385921,3.392908622593758,0.44119121116021637,0.0,0.0,11.53350625333325,12.30747153650844,12.268261450417615,0.41238416318059545,0.7889054406665948,0.8396674270945216,140480119.66896406,110380227.48291335,83817200.57799278,58846387.44403425,43095719.20236474,48763245.31211485,42223731.784567654,31959539.170590855,24292048.63843222,19429809.842378408,143395525.604336,110018057.86049607,84668406.34659131,67169856.6136057,53942501.71135377,41601833.19144183,33496509.37148764,27678203.066024832,20974870.40165256,15264423.729181955,11.293120843446916
13.463393,648.3108,0.7365417957082188,0.9141805366251763,-260.8293762207031,151.35145568847656,-455.087646484375,277.606689453125,511.08374539292,1.1546027123602154,6.459825609669818,0.24938415542799564,7.153731629739997,0.09134355323416143,0.0,0.0,11.626612495795998,12.445216549726199,12.429322580148348,0.5202439206868172,0.8180299867257007,0.9242776884523836,223682687.5017342,179183596.00599492,147295462.02505466,120354050.86851013,92430431.83154179,72492900.4466641,59618473.42425028,38583580.04740448,30711795.75074301,23306607.50514714,218302632.6978262,177198657.74679068,145906974.0020858,118968638.60735668,92460004.1712373,73608366.32757798,57638356.50551584,40587548.48071638,29506868.836156417,21664177.088518612,11.420832418459094
13.6554165,751.2403,0.7212377395626779,0.7719352216319191,27.974374771118164,52.373695373535156,125.33527374267578,298.9776916503906,590.6042219531595,0.9972942257819404,4.531353964321071,0.573394426125093,5.0008555859197505,0.33143962558687534,0.0,0.0,11.791296398420783,12.67532869962975,12.66437597894781,0.5895815471940379,0.8259197657930105,0.8504475192889718,206144257.3720677,158566766.46838605,109388059.60348052,115147339.18836859,97217496.75679392,81624338.61478694,65448450.80153643,51560111.68556192,38429024.90059073,28349578.139368527,210571209.11119765,168199266.40065753,131437387.8478845,103450913.34428325,84108950.79530776,70044005.39516827,58167091.68759226,46624342.41097908,35444803.05392692,26497687.45296605,11.444173791239654
13.541061,688.1387,0.6711564412457105,0.7694152040296762,-78.76023864746094,195.60946655273438,75.2434310913086,336.14764404296875,524.3199011315277,0.7910682489463392,4.87023558009184,0.3509593352631195,5.091736819450506,0.14538799084292572,0.0,0.0,11.776948890859524,12.515129261285407,12.510318017364105,0.6175422028181455,0.8818644201375369,0.9692149538678169,128664840.31744295,141925440.2604807,124287201.43786487,94696404.96712452,76712051.88345784,61531326.26653897,47867990.53591358,36869113.58720899,26901651.43545378,22100813.29910527,128285664.90055901,126821782.41138655,116232266.5429517,91715146.4549234,73951701.0037701,59652024.48896539,47273243.97679466,36419650.54613747,26444036.401944913,19303470.71477613,11.53749440661782
13.570227,703.709,0.5806733843464015,0.71999828949198,-8.079695701599121,174.93630981445312,-128.97210693359375,360.2342224121094,587.3322194395205,0.36068765726181673,1.950298247482164,0.9335827179980034,2.1582371188218175,0.7281180426741982,0.0,0.0,11.629813771989285,12.484652523723364,12.455664540960754,0.6574421157919215,0.7544197603791425,0.7908560175315846,58896315.4878127,46666969.783060655,31148696.746638775,23961823.356039748,30007659.927405074,28962092.326044276,26925464.922469646,21550796.062687747,23931868.718673036,18942050.58677715,60032308.952719405,45493142.99991752,32063885.952703148,26984369.460680544,29430049.627239585,30718907.5660076,25183074.184551276,21550673.176561594,20676907.120518565,15594113.873898854,10.793168224838736
