M200,R200,s_DM,q_DM,Mean_Vx_DM,Mean_Vy_DM,Mean_Vz_DM,sigma_DM_1D,sigma_DM_3D,z_form,c200c,NFW_chi2,c200c_NoSubs,NFW_chi2_NoSubs,c200c_Einasto_NoSubs,NFW_chi2_Einasto_NoSubs,MStar,MGas,MGas_Hot,MGas_T,s_Gas,q_Gas,dSigma_0,dSigma_1,dSigma_2,dSigma_3,dSigma_4,dSigma_5,dSigma_6,dSigma_7,dSigma_8,dSigma_9,dSigma_NoSubs_0,dSigma_NoSubs_1,dSigma_NoSubs_2,dSigma_NoSubs_3,dSigma_NoSubs_4,dSigma_NoSubs_5,dSigma_NoSubs_6,dSigma_NoSubs_7,dSigma_NoSubs_8,dSigma_NoSubs_9,MStar_BCG100
14.285316,1218.3503,0.6841554878815247,0.92142106306746,89.65926361083984,-16.03261947631836,-284.8664855957031,470.1443176269531,900.6584143932854,0.7001063537185233,5.209557187359731,0.7973711984584818,5.890838885542868,0.2355258344304077,0.0,0.0,12.383830587842015,13.392737044162585,13.392340521228979,1.486909115510383,0.8707180080178852,0.9826604709487139,265825231.5861894,235992733.78333056,198711790.37483352,167107394.38759628,135570775.18974593,114458682.50649612,91017248.96555677,76086031.36026886,56611845.89104766,38385478.17730434,267434541.75880402,234005918.95743144,198654670.9106881,169071379.01240936,140203043.8138764,117442475.67822647,93435932.09725142,71878090.61580841,52649627.79451984,36914963.452343166,11.897801201585143
14.230956,1168.5472,0.5775945662706625,0.9010502275328813,-85.78004455566406,-262.0425109863281,-317.8482971191406,472.1209716796875,958.4736708279619,1.1141505637653806,5.968840445379854,0.41538265984736994,6.506378792107006,0.4115506972817181,0.0,0.0,12.298385540396517,13.359109428278451,13.358257001635705,1.5755377826735917,0.7415998892329723,0.9670350113640444,199310193.7363007,183936003.30285448,175086759.1934201,161227989.7054322,131879902.38715059,103593748.1985397,93196539.2440969,81516323.33691771,59907535.193179525,42508474.53955057,198738028.4346503,185375763.26670963,175160102.35674262,158327011.02541816,133953981.80626735,110006021.70358425,90869474.02213879,76551774.67650482,56849567.41237799,38953499.726524875,11.901421041361456
14.308436,1240.1031,0.7828383339867435,0.8864121721340472,-284.26959228515625,85.83306884765625,351.3795471191406,610.9111328125,996.8338975462626,1.7435705743308647,8.145787449799405,0.29422137051312225,8.819526916619225,0.36701315706456367,0.0,0.0,12.367457779585525,13.471552910032633,13.470915985885805,1.88188765218166,0.8793132455828135,0.9009787807117455,381677338.9782156,325273677.74040794,283551277.874651,253678578.8801902,210495393.39360243,170434345.17180455,130231768.60245779,92451034.11833328,64544423.453464516,47265493.39385631,375876230.00753236,324302214.4085765,284951203.99376,249814197.5731998,210419010.0632603,170299156.05146652,129334549.62683085,91221190.40983954,63598947.77645491,45067387.192410305,12.072908579787288
14.222157,1160.6628,0.6882760218876461,0.809376569685611,315.0914001464844,-82.79554748535156,-103.63150787353516,519.0747680664062,872.1578139057544,0.4609177941806475,3.9722111328762937,0.22147280177964093,4.3430049952826595,0.22979227017541098,0.0,0.0,12.248228107807762,13.362465857321142,13.361019157677132,1.4860293718382713,0.8232618166361716,0.9060207341535532,233986914.96705288,192115375.7992149,164941901.6458649,131999419.2483623,110388338.72817299,91665955.1271151,81645600.1847574,67924840.83366683,55870892.557474956,41967557.391042866,230536542.39385957,190285206.45630324,161340890.76614758,130841489.77132758,108621820.92087075,93066031.48161648,78503388.60969013,65125631.33118152,52702470.89115943,38683074.64692411,11.790923871821745
14.303864,1235.807,0.7420009978540605,0.8206613321793388,-242.4166259765625,-301.7447204589844,-28.051881790161133,598.8345947265625,947.9501703314422,0.8514709006246495,4.895906129683458,0.3542037546478506,5.153812052410834,0.3245424774905361,0.0,0.0,12.455001219610347,13.425017116399294,13.424727526561599,1.749969796161484,0.9173317648726883,0.9461100551278272,112076756.52742821,123841391.815377,121334065.43858474,119592968.44139093,112614788.60798356,97357836.87312415,90185234.047748,72620898.27928796,55087094.868912004,43431679.74142833,126798622.22308296,121058065.46373546,120294145.18638694,118748124.24442592,109599821.79158407,95946386.94940302,86051005.25159577,69241295.22594035,52468757.840362236,40595138.79345713,11.890115702193816
13.854022,874.98737,0.468597566455159,0.6082286243792392,63.590782165527344,-591.3714599609375,-512.123291015625,343.2957763671875,711.042272006585,0.1803852617057493,2.1993761321489287,1.6734728418375007,2.6594319838360394,1.0945800565239416,0.0,0.0,12.024916996975037,12.864397459478171,12.856785027532935,0.9305254420954939,0.6924292243946282,0.8018532243957445,175987623.02687111,141675663.98145896,96604146.04906338,75419669.70600526,59761844.20916803,54027152.73684547,42534218.78961671,31138515.124248426,23995621.601965733,17306576.379553743,158086025.36588216,129493546.09304148,96341434.75834954,72497988.31055896,56900275.09555128,46780418.83727729,38647990.7288646,31183377.85046433,24233684.185621414,18331797.864628486,11.468818198847107
14.252187,1187.7158,0.6256757239310603,0.7596789814473172,132.2320556640625,333.71429443359375,23.850486755371094,510.3059997558594,904.28223205081,0.5759808451078874,3.658419219497347,0.18665483465360327,4.047192543859915,0.1747446113343476,0.0,0.0,12.30359649940645,13.382141211015078,13.38022300992207,1.5759061991484047,0.8468751756849121,0.9355114679335002,217805276.43777043,188382168.48519897,151281349.98217952,133657653.84735271,109637339.21945867,94412170.50283101,85720884.4906368,68452253.69709137,57026637.75856754,44923836.34011221,184158892.04686075,169610259.84516186,143738125.7080925,124467959.34354275,107007464.87997574,91492815.6549813,80593423.55022557,67367036.75747749,51814529.17024368,41194207.34147887,11.72578651656534
14.1322365,1083.25,0.5851023601998363,0.7066595990350633,-348.05902099609375,-151.755615234375,-671.9336547851562,478.7232360839844,815.2688044035954,0.8868969375752482,5.595725553448373,0.35305639046683435,6.274388901624264,0.15986140117522205,0.0,0.0,12.263352513010567,13.248160766922668,13.247539057931906,1.2041826514301195,0.781942125399551,0.9158991766250373,372692214.4975393,311730369.414116,261910969.64799446,205988571.54956704,153858275.48756796,131120616.65452042,106519690.63875197,81199066.41664702,60722976.30735439,42122794.4070348,351226284.01041913,298818914.394858,255946320.05256134,209878268.49180034,167904553.10094112,129091151.39557745,98669123.7001857,77258654.13723731,59554491.548897006,42256748.598288946,11.932562451834833
14.274403,1208.1841,0.788661542388099,0.9846538064476147,-241.07627868652344,356.4513244628906,301.23211669921875,492.47174072265625,900.4572373470442,0.3999269646135635,3.193361008736718,0.8969559487192923,3.7452610928523167,0.5939468912569053,0.0,0.0,12.353847809095772,13.373856451284569,13.37235203036119,1.3686408002107973,0.8643801651707146,0.9570922239693023,220749203.32326478,226953415.95906627,203533191.71055013,183000221.6947481,138644968.10152397,106546114.73171182,76907723.70819032,58597892.35743894,49486846.14367017,41493287.43631267,240773894.40939224,223953898.28064853,199239943.16689485,165720940.5629301,130374535.79307935,100089093.9105754,76255187.17911066,57816156.796005435,46151260.99614567,38482212.64995409,11.722145422151106
14.304901,1236.7632,0.6765445893026557,0.9389953808560279,-65.38066864013672,28.959386825561523,-4.115321636199951,560.5895385742188,966.7587823581135,0.5759808451078874,5.369387606319276,0.6035784473365516,6.01935507094064,0.5200283881763239,0.0,0.0,12.401132540815686,13.420637908978106,13.419626526209267,1.6964402538674384,0.8462923293561457,0.9263434471927675,332719112.5658972,296675385.6176203,250748670.65584534,210657792.0171973,179283988.15980974,139860097.94796723,100002514.73944177,72299093.08751501,61394510.995976806,46909801.3780151,331537921.00084317,290144374.788448,247545376.73995423,211195256.06590366,173777269.40048584,135937480.5480935,100185147.44143923,73675935.96123055,57480425.56587513,42992266.15825542,11.95954931107816
14.2243805,1162.639,0.7461777658683304,0.7996450894851251,134.1586456298828,-76.76373291015625,142.20196533203125,497.4654541015625,936.2423244789829,1.4955121664955557,8.417362925061582,0.1136899847152943,9.27571387202925,0.11955544351296361,0.0,0.0,12.304916460164137,13.374841020618556,13.373938908741001,1.5908906490080459,0.863295020055975,0.88435703265032,367141595.92087615,319732309.3273936,279553233.2629915,232677233.54782507,186324989.68352273,142372067.2461521,112140495.60577536,82128566.65735158,59756027.51714288,42692464.56390311,371966450.962818,318683301.14551365,277093936.08300006,233730817.10119686,187392351.14525107,144355412.76781622,109887157.80986805,82119706.09437528,58438961.64044748,39096751.183140114,12.00905937009954
14.049718,1016.7693,0.7504436527318517,0.9173125582357788,349.94140625,161.61502075195312,-387.9087829589844,435.24700927734375,749.7527745667772,0.7001063537185233,4.630422513745892,0.520888422091308,5.121384643877151,0.3450019550804285,0.0,0.0,12.17045456240791,13.15831930721332,13.157795856675772,1.2272439207612909,0.8715678128491171,0.9344244169677074,241634298.30604118,197971915.82089013,160373520.05437654,132165058.48130426,105600140.61642267,81750682.75139295,62549966.126033865,48490686.58161525,39835058.55813603,33857603.73621653,236663574.50949693,197155368.2033137,157446026.04514062,130083402.29393667,104611406.5476259,81208863.73572908,62768977.42709062,49121581.13685508,38213616.60792975,29510151.215077143,11.840418732729262
14.215536,1154.7936,0.6736697367218072,0.7960862775157337,-468.2178039550781,176.73609924316406,169.1749267578125,464.6963195800781,886.5378125562863,0.9505313515850327,5.454766745407203,0.07279634283624818,6.032435260592938,0.08272612571721365,0.0,0.0,12.226466536111761,13.355869622477647,13.35540613305736,1.500220393481399,0.7883322856492716,0.8809489472681635,335685110.28172517,279647386.94080424,254376600.5201121,218233824.24502283,184442860.66393197,150258149.60052082,116039888.11220177,86378602.14443168,61147745.21244377,42216679.854742184,344861132.3951473,289928402.3071605,246467379.68028808,214152453.59114236,182089936.8567264,147849093.8390535,113069886.03966676,83641160.74195682,60493875.344546296,41998605.110950075,11.856917698116881
14.26729,1201.5928,0.8325092865978084,0.9544548686993238,290.74188232421875,16.544198989868164,94.17892456054688,524.4412841796875,906.8344212303615,0.6446418406845371,5.450259302641027,0.5287550007910503,5.855809372637921,0.30196077764511386,0.0,0.0,12.36668210217471,13.410365870817495,13.409363274559432,1.5751972906045382,0.9528936930896825,0.9879195860721554,329625419.14964545,277684340.88639295,230152266.52339852,195107591.17886508,157000891.87702006,124651546.43412876,95352643.9130824,72104080.13214564,51541907.39676416,39979991.511819094,330041926.30463946,272638498.87908804,231059004.82304245,191425662.29538953,155853081.88164026,123524788.0957113,94176436.61007626,70144426.22617266,51004296.102891505,38845677.98208274,12.0323093289602
14.252983,1188.4412,0.6875137694301637,0.8082209379409515,332.49530029296875,159.85948181152344,-23.738128662109375,543.8007202148438,916.4092498593893,1.035510445664141,6.321710116570611,0.09539499219542746,6.770372726100547,0.08350984306448068,0.0,0.0,12.258005072488457,13.41554578481303,13.415041637777925,1.603170461204593,0.8718565192386367,0.9560837542161266,304488516.3822324,254168972.2002461,216900166.0906124,184842380.07772326,151176451.10068294,126164202.74853656,100922897.09808797,76872439.2800567,57388577.19732785,43437117.724149935,305398217.31542003,255602129.0246554,217242315.18867916,183240537.36483634,152293041.6309073,126539022.52305456,100431332.9851337,75515845.31106459,55599154.53041804,40556156.157656886,11.920241006555361
14.2986145,1230.8279,0.6464334639256624,0.7700565929198708,-447.6547546386719,-30.814464569091797,-34.52713394165039,592.1677856445312,984.4659488677853,1.035510445664141,5.6559031779257705,0.29867971657130515,6.269929408783518,0.21655118390020722,0.0,0.0,12.340774611751097,13.421855889156728,13.420810465111078,1.7323619294255508,0.8849270528000113,0.9902698526182093,299474370.8418871,255200440.66509956,216412291.1890278,177920399.92193195,138895909.21483803,114850202.96458243,93472869.13801318,69123495.52475348,50151927.85473696,42105156.357272334,299018432.67349607,256307605.98983318,217503221.14666027,178124110.18903825,141111633.7440203,114879674.67402102,91930990.65128854,70171622.84845167,50448418.28711579,38261076.9715835,11.955242484713496
14.242195,1178.6616,0.6724252887359906,0.8111642338988798,150.747802734375,-323.7562561035156,46.07779312133789,516.3310546875,935.0805687127635,0.5463921831410221,5.742036741761464,0.6483715006928827,6.110746876959608,0.7168878555071165,0.0,0.0,12.3830802679194,13.345994439241794,13.343401990713236,1.5512521840045825,0.8425548436085315,0.9390519660972235,334715258.455801,301174205.57236236,264334678.65737265,224430959.93671525,174446321.3589066,135036715.92024827,109154652.56218152,85139596.78233397,63783835.93439451,46354379.45885515,306141427.5034884,284531976.515923,256034077.56538463,217388320.8418058,174198928.54703224,134269477.35240465,105148555.42415626,84508097.08527753,62690794.63328603,45356310.14745323,11.873138688234222
14.212748,1152.3303,0.7462380090186673,0.7975390901271513,247.4729461669922,-145.69021606445312,-76.13371276855469,519.299072265625,857.5926607022428,0.9230008161779089,4.570060503862385,0.24867666046380885,5.271897100773435,0.06338553737177069,0.0,0.0,12.406414986775193,13.315422702682577,13.312924570760574,1.4243480719632617,0.8846595422902397,0.9237685532326844,203512603.25524688,179589314.81443995,153730847.33592454,133718735.28824288,98595077.43346944,91295376.89863154,85241434.39996675,65474778.08398494,50705568.332800634,41539141.22428692,208036011.94049305,181737909.6423052,153640172.14288998,131625948.19072121,109658825.49352425,94756798.75286335,78173375.6996286,61501754.95457945,48276388.21381153,36346166.95604113,11.947981120711539
14.105535,1061.2765,0.5049478219994553,0.75529861752657,284.784423828125,35.65385055541992,125.71380615234375,493.542236328125,826.3763938882588,0.10986994045882548,2.0842628646517047,1.5861456258894655,2.5844540933466025,1.6976255909058213,0.0,0.0,12.227304836634705,13.150052622403495,13.148235998270618,1.4850584366706712,0.6646469898623837,0.8102100901961306,129860860.44288108,97214158.30387226,70556808.47963506,46463820.36398026,51782835.284018144,47535374.175081834,35011275.750463024,28050426.33032956,38672569.814273864,37341751.2901884,115263777.69774401,85966640.06907648,64187925.16052893,53340326.797803745,48093937.99243587,45128767.16254434,37076626.026901685,28941710.241270483,33242920.383333594,31546412.46044709,11.335549017659057
14.239853,1176.528,0.6991017178610806,0.811610886705409,-104.87629699707031,-25.406768798828125,128.6807403564453,523.80126953125,902.7047580266272,0.8514709006246495,5.035659308950909,0.8266035469941353,5.38487778144288,0.6180989208240943,0.0,0.0,12.349093663931548,13.349275290129903,13.348273970528739,1.4212447007972262,0.8285329695194662,0.8997869749347748,171871491.17293698,162855232.16580772,146961286.30348337,133715263.25553557,112100036.88346308,108275235.90601024,88982955.01185536,63233723.240762554,45912072.96825783,38034826.566749275,187093145.95190632,159996023.97863436,146502209.49535328,131485657.66644871,113548285.33680582,102953838.64795175,87660699.91090724,62313840.9891704,43535308.43100555,32687642.651758432,11.902264723736044
14.193305,1135.2688,0.6403399708296942,0.7019978278417256,121.97045135498047,-269.05902099609375,6.206948280334473,523.4291381835938,827.6134063257917,0.5463921831410221,2.902716822926386,0.3614959283420764,3.352891215834523,0.3804496146887312,0.0,0.0,12.313223275526381,13.302874430687913,13.301397101910434,1.3521326408153405,0.8225190460282149,0.8710178261773204,164972597.23663998,137807841.79363406,109364288.98277745,87584048.3355231,66765680.71526718,65599753.95975515,69009999.57994248,58634503.262230285,47184023.10210538,35768857.8199531,164754146.36544603,137228100.6044828,109803694.41033155,88134264.4535327,75961380.36265934,72484352.21471924,64848545.24002853,54141295.90310517,43255866.973261744,32430601.270481136,11.752661240253422
14.16712,1112.6616,0.6552836561043531,0.8198613228751913,-233.36773681640625,423.194580078125,-11.97563362121582,488.0287170410156,867.2179454376436,0.41996894199726653,4.015023249821328,0.8126448361235467,4.703811366608403,0.7761917025210954,0.0,0.0,12.26762334411826,13.253811118167352,13.251504104297444,1.2953011521825633,0.7561971395329844,0.9080998220766543,153502386.97597057,127693205.71890336,115027148.97406471,99611401.07068396,91767870.09576759,96430561.76283258,79976898.00565426,53086571.6367347,41236527.824094646,33685322.042064294,151952696.42637217,124645609.71023625,113734175.57026616,104358923.25250664,97146269.85642251,91275703.44576186,76419557.24264309,54335533.00759571,38059550.42781718,28320413.829701144,11.642165346693586
14.205801,1146.206,0.7109926155584293,0.7633027673363633,-133.06614685058594,374.224853515625,96.44139862060547,484.6994323730469,869.3738046190549,1.074457894547674,5.54131336148108,0.19524214040328902,5.868396196189526,0.17504718083958903,0.0,0.0,12.290293002913907,13.358708814224606,13.358522006266774,1.4596480298961227,0.8670575349571922,0.8941960256115261,198886689.24795866,175246865.53636116,143245498.91463006,146181250.77961233,125147677.78135502,105270131.24756578,85360840.5296308,63047673.68264207,52386719.45685207,40099816.935907036,199113438.9011926,175504952.99087924,157674048.467565,140211237.13911536,123014485.66481116,104698655.19402166,83571674.65473066,63092226.82129168,50095851.49448098,36537929.18654215,11.835144111767383
14.058283,1023.4852,0.479162928303599,0.5580937919478661,118.28697967529297,6.627089977264404,-130.24595642089844,483.649658203125,794.9487746171305,0.12575933241126092,1.8003815995443815,1.993515592687738,2.3670583950175703,0.6845565009092116,0.0,0.0,12.172815310765184,13.117268037766022,13.1134866452825,1.0744273149634924,0.6138979644930669,0.6558582390709314,100704881.12194532,62154407.524434,50223151.20744297,72152996.1493847,74660436.6814371,58556458.97892131,28572406.197775006,52250742.86638525,52585399.4862263,40080430.92091996,106993981.42115927,79571695.29852456,59887023.82815227,61530544.220535964,67637952.0943807,62839307.06207326,50865985.22067022,40904856.21132431,36845500.8022355,33826001.80964249,11.528764199857314
14.164803,1110.6693,0.6244566069465587,0.7156040668239868,176.1587371826172,349.4600830078125,357.7835693359375,492.9801025390625,829.7350343815837,0.3478538418581776,4.076620672333969,0.7775524362621895,4.429217378396645,0.7033346124345767,0.0,0.0,12.264717359214472,13.293062505735255,13.292408128144238,1.308223028703455,0.8153870877224352,0.8941789532334361,137956653.66021013,120363983.76582116,100959652.27425095,81474158.70461404,84717230.45022684,82090132.13410972,78107492.45059693,58119598.55111037,43376058.884645686,35106539.449188784,145062263.95569444,118972897.96848714,99838605.74584332,87376358.62248203,83545205.48213649,80585532.27666563,75103141.58024243,57818185.930608064,41130180.55008716,30841816.055830434,11.67949516563074
13.954927,945.4474,0.7842518941242844,0.9050990303051887,144.8195343017578,-13.472006797790527,-79.93045806884766,445.2236328125,755.269356285579,0.4402978492477432,3.5825031341902505,0.2508996310717248,4.211401893197221,0.08864762201357407,0.0,0.0,12.018317048929838,13.047024838411343,13.041799900554931,0.9481507032357821,0.8565274318071163,0.9297457978491211,174493335.4044397,137612261.25152832,130184293.86416498,113184246.30402124,95178061.80174553,81424461.51823673,62371552.525746115,51236009.94532436,36605852.78074036,32436162.225478984,181609157.4232456,154739226.976829,132403454.4612279,108139166.22161922,88676069.58675322,74685652.224275,60231307.99917035,46577056.14073427,34624654.79797129,24869167.52961176,11.430194113511376
14.249947,1185.6755,0.7035584854848758,0.8789205907446302,-273.1471862792969,445.493896484375,328.96124267578125,591.91943359375,925.9548752359946,0.4609177941806475,4.7471102387016995,0.2513017513413651,5.379810519310287,0.15780778847609775,0.0,0.0,12.270191317145704,13.385867781640098,13.38448617906911,1.4880533100885287,0.8071380052492451,0.9109674129680992,185656978.614201,163001357.55012923,152567633.1830183,129247374.53775561,114483943.94435546,95766397.4785538,74400664.31821215,61352064.12264279,46168985.54259361,39867271.80441939,188019532.51549846,161932868.11441243,148451565.0180383,126535783.27844536,113068995.66709754,94664364.04414299,76027629.07579914,59906903.249439426,45482186.739265725,35702755.830076665,11.83667716153112
14.191977,1134.0859,0.7420442763010805,0.8108054091251896,-222.55760192871094,274.7704162597656,190.559326171875,535.8167724609375,850.2218078547261,0.8167099790118506,5.661537178827055,0.07944711369595034,6.042992347551087,0.06490192559026396,0.0,0.0,12.184601873917043,13.32294031797404,13.322815645852412,1.4606121212574041,0.8770286670932169,0.9139147815496474,212125234.61435825,197438172.04308212,177005210.76132017,148632757.4614077,122581441.81586412,104814911.2777664,82817855.77577071,66003821.730818525,50908634.75944273,38992659.83063997,217509031.21760303,196892837.23204148,174705057.02251327,147732562.15928486,122559738.43386066,102553818.97493398,82085775.09695624,64736784.139846414,49566026.151156306,36513501.59158319,11.84688443929177
14.223991,1162.347,0.7071257092559816,0.7928409637989667,130.38375854492188,77.88288879394531,230.8754425048828,519.2959594726562,918.7695499574469,0.5759808451078874,5.884074782632632,0.6778414177790423,6.530684619066524,1.0278182074212185,0.0,0.0,12.335217046041807,13.350816365767828,13.349696116434192,1.6097180887462756,0.811980832816242,0.8681892447944435,270156231.32573766,215443572.03336138,175970449.31234926,140088485.5911364,124468582.33426067,106265753.08367579,86871694.34603928,68308021.35026728,56056925.74976704,42316080.22704126,257831748.1037618,209239831.9594521,173736942.1771354,142524791.4250534,122505002.54108539,104752505.7592556,85363764.11758775,68638235.50557473,53568399.16459203,39644843.830689125,11.973242905712905
14.273998,1207.778,0.6072977311355684,0.7340704423592931,105.73117065429688,-118.28911590576172,-24.47542381286621,496.8178405761719,932.4210302078383,0.7910682489463392,5.235491906735719,0.4118434248532745,5.709726051574589,0.44630515929702735,0.0,0.0,12.38572749838784,13.388920990219633,13.388205168244827,1.6107522276046604,0.7856440824430098,0.8679724000508843,220325260.8654192,210040425.9610237,181155631.22121274,152624765.67681795,125830228.81906086,108260685.65658867,88367609.35945424,72034186.77710484,57849351.61088947,45168218.41888109,223322100.60998714,197085925.11254865,169622979.82738763,145839400.6153096,125556601.02621421,105885716.09580849,86983367.28197598,70316354.12333983,55080592.21669921,41210003.83912869,11.90296768134
14.0896,1048.3678,0.7239063699923838,0.7877144671302878,-34.92829132080078,-259.5626220703125,-123.13114929199219,447.91064453125,830.9225372892257,1.6042345220731056,7.007359771027158,0.24715390939291737,7.415870957032705,0.16467058700062925,0.0,0.0,12.080946543232587,13.25649050674103,13.255413329730429,1.3084351419401086,0.8919880410403903,0.9217623150078729,302734789.9387544,250886097.95936096,204853484.18418062,174856382.2381135,139997867.3154229,114763921.26492235,89205671.44946316,63543960.265863575,46336374.054394946,34743957.480737396,302010599.15540946,251939625.48976588,207326644.87590843,172813608.38226163,140770931.56092992,114092286.06045319,87891920.8401696,63060510.03565038,44768058.69019768,31380747.25361277,11.814980767294546
14.1286545,1080.2795,0.6953630177942871,0.9195832617555878,-100.2645034790039,-86.20755004882812,6.023288726806641,466.570556640625,858.9674164302174,0.9972942257819404,6.191456289698283,0.16337921612448658,6.821178753834427,0.09269093585253695,0.0,0.0,12.238995546386807,13.249454813131084,13.248939693566449,1.385883215599786,0.866616997263319,0.9350103454935905,366017926.16034985,302641913.8607152,272797114.40296674,223926344.61077383,173265216.69067225,131339484.26831527,101594533.70797116,76077451.53467642,56840405.26329746,41326367.467431486,365075425.441885,313045732.05729,268925871.2635557,221402339.74393815,173954885.0460015,132526651.57749921,100954885.02168217,74652902.30435488,54901104.46982117,40133456.377546206,11.876548645931498
13.946178,939.09174,0.48555624681104026,0.6298164319124491,-64.07788848876953,-162.8374481201172,135.076171875,427.4191589355469,733.6061743261614,0.09940180263022191,2.986161326093598,0.5638463727998223,3.9705240183742605,0.17446249291240426,0.0,0.0,12.001583412461413,12.992286396572448,12.984480404765652,0.9761376406927791,0.6356800206870137,0.6674069173313779,196821381.3358941,172504945.4184305,133355367.74056464,113230433.61086452,88995310.36881769,67819136.58793272,52724490.83604657,48780469.872898564,37348635.60643865,29600003.681390315,200295518.67288983,172335991.81616986,136251856.52470413,111795992.09451503,89076550.47358489,69937757.2943521,53373259.666238695,43778697.49330989,33558272.31152435,24319022.923967104,11.41634426106756
14.247988,1183.9127,0.7275239205482962,0.8111817520408463,-5.45871114730835,-1.9841667413711548,153.26425170898438,561.2304077148438,905.5293143722374,0.5463921831410221,6.324220537938744,0.3461812938529445,6.900430340149979,0.4903926762182845,0.0,0.0,12.332704297372864,13.377789933048573,13.376890164414027,1.6210270952453298,0.8680131756585985,0.9166999426897523,258457997.88350427,242960923.16042614,206623739.69798398,175880937.36884752,148985361.9414293,117867728.96319488,96936120.65183197,76000253.23311034,58491232.14016821,43700148.06628299,263710317.01032662,233283748.91049665,201000812.75146753,172585955.8760988,148155608.2155144,119863983.0887913,95822926.30236973,74373448.99482869,56808014.24040245,42066111.595137425,12.021822250506174
14.214604,1153.9912,0.6999127117094358,0.7977849831728817,222.32569885253906,93.3321533203125,-112.89312744140625,494.4425048828125,852.0200900428437,0.9230008161779089,4.85679173029556,0.24654407761875347,5.517490786187544,0.053561791108487924,0.0,0.0,12.349852210235984,13.359951739231699,13.359039382307886,1.4506982668712964,0.8697279477847341,0.9205112422978229,204346312.7515003,194869145.9802708,172776442.18271196,157581802.60234857,133768700.41850051,110666350.84644136,85919636.22023924,67076056.24489072,52239065.47040816,37541966.66576416,215131675.19089323,191602437.45093286,170600948.04361486,153301161.65500116,131957876.67920619,110216303.0546277,88235082.1850418,67182429.07917619,49770066.854246214,36295361.7248203,11.782319430115239
14.146635,1095.3191,0.736128391805476,0.7487222200759686,231.00262451171875,18.95746612548828,-398.42645263671875,466.5120544433594,880.572423502537,0.21442503551449454,4.3847904911355355,0.2305796596135642,4.852543822450808,0.1524282672988582,0.0,0.0,12.18903748896945,13.254252941407694,13.25104279422972,1.2112216923875037,0.9444122520710119,0.9662880066775572,229756173.86657786,176269150.9253958,128029290.36961627,127977614.24184245,129700966.04547277,106293115.24838388,83938521.57849711,65496490.11819391,47158701.44208321,35654103.52524306,228001641.15191078,185978994.25775623,151653007.92615157,131964812.80258986,115032274.76289895,97783257.30038038,76636051.22998568,58668140.56095525,43204838.496132545,32596219.116373654,11.677001589948212
14.272101,1205.9847,0.615555865541687,0.7156344567332376,319.5709228515625,-414.3752746582031,-480.8326110839844,507.460693359375,948.1839985903912,0.4609177941806475,3.8205981833509077,1.124092459644772,4.364916973921074,0.42072887466125675,0.0,0.0,12.40161428206683,13.350911487190483,13.349712866018521,1.6600490123982834,0.7839405080293627,0.9234546927241193,334018038.01160353,264882288.99550712,204938045.2438952,153449034.0557724,108576643.71991584,94092255.98828837,67406863.24439682,61428003.472521015,52277281.42868379,43816550.88877505,325196156.8191956,260389451.26986593,202334432.95932907,154646876.6438362,116261483.52724072,91865880.30062044,74498237.42146611,59554540.947019756,46261692.21846208,37128114.51188627,11.850945947580271
14.251575,1187.2046,0.6834658867598358,0.8397887182378876,-326.9266052246094,-374.01324462890625,-55.530853271484375,517.1890258789062,954.2667129425741,1.1546027123602154,6.320562244006129,0.24873493890518372,6.883002801436875,0.3350953760881882,0.0,0.0,12.242333864509753,13.407730058242315,13.40500512419036,1.7171131270478595,0.8785102360680699,0.9395559679596189,295691832.0469729,264733605.50754774,244338449.4613011,210521146.7897075,171139885.69133946,141100576.51155448,113813173.45498946,88219930.68716908,63353062.8170716,45017913.53594897,312270013.3316815,269379559.68482345,234213855.9269687,202106849.8505364,168123949.14187822,137941144.8090703,111649064.63449375,86728212.12252605,61936091.956177935,43079809.85304488,11.885538811317549
14.230965,1168.5265,0.5660831084179931,0.8688403806928221,-254.43418884277344,-163.9407501220703,39.03861999511719,550.7338256835938,1016.4107944320044,0.24354018155467028,6.970016675966517,1.8794451198557356,7.479261384553859,1.520262152757017,0.0,0.0,12.280125435986896,13.341945821485327,13.339413894523389,1.6392716995124295,0.7062758948678777,0.8706951717480194,330136548.4243268,301565452.0834803,254024544.43332636,201260994.36511946,146701918.51373258,150321887.8274124,124011893.09058754,92140935.17442256,67776168.81238532,46972681.01860288,314524537.21057844,282542429.7221404,240738094.62250954,200993558.4945366,160249111.61891535,139651131.88974267,113646325.25449435,85607815.4862738,63527186.98786266,44386425.77678003,11.804838504000944
14.047224,1014.8366,0.5085210451230477,0.6372904731825694,-170.46499633789062,-631.188720703125,208.63987731933594,399.5196533203125,770.2787760257645,0.5463921831410221,4.713140255647649,0.1924923482297036,5.026497166446769,0.08170406887823677,0.0,0.0,12.138943143455297,13.169463153882585,13.166772380203842,1.1751376004956446,0.7776404509453498,0.9184788182095674,320902680.45230305,255331710.79964656,242244090.72131163,215716135.566193,184580473.97363847,143145367.95771945,110518898.99222198,81731543.31939848,59776610.642585844,40769332.740975335,321058815.0580591,276365553.0654497,242277363.12866426,207348408.43204936,175149483.1929676,139276068.55827683,105763530.74396318,80038347.63394347,59399322.37674904,42233937.09416588,11.788774942623006
